providerName,contactInfo,address,region,province,city,remarks,providerCode
"THE MEDICAL CITY CLINIC-WALTERMART, MALOLOS (PROSER HEALTH SERVICES INC. – WALTERMART, MALOLOS) ","TEL.#: 8396-9898 LOC. 6051, 6056      ","2/F WALTERMART, MALOLOS, KM45 MCARTHUR HIGHWAY BRGY. LONGOS, MALOLOS, BULACAN ",REGION III,BULACAN,MALOLOS,,13725
"THE MEDICAL CITY - WALTERMART, STA. MARIA",TEL.#:: 044-919-8250 CP: (0926) 082-7039 ,"2ND FLOOR WALTERMART CENTER-STA. MARIA, PROVINCIAL RD. COR. BYPASS ROAD SANTA CLARA, STA. MARIA,BULACAN",REGION III,BULACAN,SANTA MARIA,,13721
"THE PRIMEWELL CITY (PRIMEWELL MULTISPECIALTY CLINIC, INCORPORATED)",TEL#: (044) 913-5954 CP: 0908-622-5037; 0945-337-9517 EMAIL: theprimewellcity@yahoo.com ,"GF SM CITY MARILAO, IBAYO, MARILAO, BULACAN",REGION III,BULACAN,MARILAO,,12440
COREDYNAMICS PHYSICAL THERAPY CLINIC,"M: 0991-349-3497, 0955-109-7911","SAN ROQUE, SAN ISIDRO, NUEVA ECIJA",REGION III,NUEVA ECIJA,SAN ISIDRO,,13083
"CABANATUAN DIAGNOSTIC, INC. (HI-PRECISION DIAGNOSTIC)",TEL.#: (044) 940-9404 CP:0923-083-6850; 09176261739,"THE CESCENT BLDG., KM 114, MAHARLIKA HIGHWAY COR. ZULUETA ST.. BRGY. ZULUETA, CABANATUAN CITY",REGION III,NUEVA ECIJA,CABANATUAN,,12427
CLINICA YANG (FOR CONSULTATION ONLY),TEL.#: (044)463-0940 CP: 0919-0672207,"DAANG SARILI, MAHARLIKA HIGHWAY, CABANATUAN CITY",REGION III,NUEVA ECIJA,CABANATUAN,,"
10462"
EPHPHATHA INC. (ACTIVE HEARING CENTER) -SM CITY CABANATUAN ,TEL.#: (044) 958-7454 CP: 0956-3686128 EMAIL: AHC.SMCABANATUAN@GMAIL.COM,"363 A 3RD LEVEL SM CITY CABANATUAN ALONG MAHARLIKA HIGHWAY BRGY. H. CONCEPTION CABANATUAN CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,CABANATUAN,,12844
"HEMOTEK RENAL CENTER, INC.- CABANATUAN ",TEL #: (044) 940-8458; CP: 0927-4156536,"2F ANNEX BLDG. WESLEYAN HOSP. AND MEDICAL CENTER TANDANG SORA ST. MABINI EXT., CABANUTUAN CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,CABANATUAN,,12709
"PROSER HEALTH SERVICES, INC.-SM CABANATUAN","Tel. (044) 951-0158, (044) 951-0376  CP: 0905-608-1870; Email: tmcsmcabanatuan@themedicalcity.com","3RD FLOOR SM CITY CABANATUAN H. CONCEPCION CABANATUAN CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,CABANATUAN,,11662
"HI-PRECISION DIAGNOSTICS INC.-SAN JOSE (CABANATUAN DIAGNOSTIC, INC.)","CP: (0917) 848-4804, (0918) 964-9679","CDCP TOWER MAHARLIKA HIGHWAY, MALASIN 3121, SAN JOSE CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,SAN JOSE,,13113
PHYSIOAVE PHYSICAL THERAPY SERVICES,"TEL.#: (044) 463-4323, CP: (0965) 571-2455, (0997) 327-6081","#10 UNIT B, PANTOC UNO, DAAN SARILE, CABANATUAN CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,CABANATUAN,,13596
STA. ELENA DIAGNOSTIC CENTER-CABANATUAN,"TEL.#: (044)600-5226, 463-3857; CP: (0917)811-3365","MD BUILDING BURGOS AVENUE CABANATUAN CITY, NUEVA ECIJA",REGION III,NUEVA ECIJA,CABANATUAN,,"10598
"
MOVE PHYSIOREHAB CENTER PHYSICAL THERAPY CLINIC,"CP: (0995) 267-6623, (0928) 941-2029","#0614 2ND STREET CASMOR PHASE 2, BRGY. MABIGA, MABALACAT, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,13542
"ACCURATE MEDICAL DIAGNOSTIC CENTER, INC.-ANGELES","TEL. #: (045) 626-1823, CP: (0917) 844-0006","2442 STO. ENTIERRO ST., STO. CRISTO, ANGELES CITY PAMPANGA",REGION III,PAMPANGA,ANGELES,,11032
"ACCURATE MEDICAL DIAGNOSTIC CENTER, INC.-MABALACAT","TEL.#: (045)331-8706, 458-0319","LOT 15, BLOCK 10, MC ARTHUR HI-WAY, MABIGA, MABALACAT, PAMPANGA  ",REGION III,PAMPANGA,MABALACAT,,10904
ACCUTRUST DIAGNOSTIC LABORATORY,CP #.: +639229913310,"UNIT 206, BLDG.1, GREAT MALL CENTRAL LUZON, XEVERA SUBD., BRGY. TABUN, MABALACAT CITY, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,13001
ACE HUB MEDICAL DIAGNOSTIC LABORATORY,CP: (0917)798-9993 [GLOBE] (0908)895-3937,"2F ACE HUB BUILDING COR. TEODORO TINIO STREETS, STA. MARIA VILLAGE 1 BALIBAGO, ANGELES CITY",REGION III,PAMPANGA,ANGELES,,12941
ACTIVE HEARING CENTER (EPHPHATHA INC.) -SM CITY CLARK BRANCH,TEL.#: (045) 499-0267,"EXP. 228 2ND LEVEL SM CITY CLARK ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,12785
ALPHAMED MEDICAL GROUP INC.-APALIT BRANCH,TEL: 045-981-4245; 0917-134-3574; 0923-084-41-61,"PRIMEMED BUILDING, MC ARTHUR HIGHWAY SAN VICENTE, APALIT, PAMPANGA",REGION III,PAMPANGA,APALIT,,12998
ALPHAMED DIAGNOSTIC LABORATORY - MABALACAT BRANCH (ALPHAMED MEDICAL GROUP INC. ),TEL#: (045) 649-4566 M: 0917-117-2155/ 0933-811-7981,"NALO BUILDING FIL HOMES SUBD. MC ARTHUR MABIGA, MABALACAT CITY PAMPANGA",REGION III,PAMPANGA,MABALACAT,,12607
ALPHAMED MEDICAL GROUP INC.-SAN FERNANDO,TEL.#: 045-402-4864 CP: (0932)875-0856; 0917-522-8213,"102-C CITICORP BUSINESS CENTER, SAN ISIDRO, SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11222
"ALPHAMED MEDICAL GROUP, INC-MEXICO","CP#: 0917-1338211, 0933-8676280","JP RIZAL ST., POBLACION, PARIAN, MEXICO, PAMPANGA",REGION III,PAMPANGA,MEXICO,,12424
ALPHAMED MEDICAL GROUP INC.,TEL. #: (045) 402-7512; CP: 0917-1606626; 0943-7071443," JLO BLDG. B. MENDOZA ST., STO. ROSARIO, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,12508
ATHENAHEALTH MEDICAL AND DIAGNOSTIC CLINIC (FORMERLY: COMMUSERV DIAGNOSTIC SERVICES),"TEL. #: (045) 963-3787, (045) 300-7716, CP: (0927) 755-0921","#806 MALABANIAS ROAD, PLARIDEL 1, MALABANIAS, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,14097
BIO R9L INC. (FORMERLY: BIO-ASSAY DIAGNOSTIC CENTER),Tel.# (045)6259647; (045)322-2898 CP: 0942-552-7658,1232 MIRANDA ST. (ALONG CENTRAL BANK) ANGELES CITY,REGION III,PAMPANGA,ANGELES,,13091
BIOCHECK MEDICAL CLINIC (FORMERLY: BIO-CHECK MEDICAL DIAGNOSTIC & X-RAY),CP: (0916) 227-0711,"#681 RIZAL ST., BRGY. LOURDES SUR, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,10431
BIOCHEM HEALTHCARE SERVICES INC,TEL # (045) 402-5809; CP: 0917-721-2672; 0915-4474642; 0943-705-1200,"2/F NO. 071 MCARTHUR HIGHWAY, DAU MABALACAT CITY, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,12425
BIO VIE DIAGNOSTIC AND MEDICAL CORPORATION,"TEL.# (045) 981-4525, CP: (0999) 963-4621, (0927) 076-5170 ","UNIT 101 BARONESA PLACE BUILDING MAC ARTHUR HIGHWAY DAU, MABALACAT CITY, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,13593
"CENTER FOR UROLOGIC HEALTH, INC.",TEL.#: (045)649-1214 CP: (0943)358-0093; (0905)408-5483,"KM. 76 MACARTHUR HIGHWAY, GREENFIELDS SQUARE, BRGY. SINDALAN, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11210
CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC INC.,TEL.#: (045)624-1024; CP: (0922)835-7089,"DAU MABALACAT, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,10840
CENTRAL LUZON INTEGRATED ONCOLOGY CENTER INC.,CP: 0915-452-5370,"G/F MOTHER TERESA CALCUTTA MEDICAL CENTER, MC ARTHUR HI-WAY, MAIMPIS, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,13583
CITY MEDICAL PLAZA DIAGNOSTIC INC.,Tel. Nos.  (045) 961-2411; CP 0932-5941200,"CMP BLDG. B. MENDOZA ST. STO. ROSARIO CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,12866
DIASERV DIAGNOSTIC LABORATORY,TEL.#: (045) 409 8252; CP: 0919-200-0949,"12 ZAMORA ST. DAVSAN SINDALAN, SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,10765
FIRST LINE HEALTHCARE DIAGNOSTICS CENTER INC.,"TEL. #: (045) 436-0180, (045) 436-0182, CP: (0967) 347-5007, (0999) 190-7267","KONTIKI BLDG. TL PLAZA, 191 MCARTHUR HIGHWAY CRGY. PULUNGBULU, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,13421
"FULLY AUTOMATED STANDARDIZED TESTS MEDICAL DIAGNOSTIC, INC. ","TEL. #: (045) 887-0518, CP: (0968) 887-3366, (0969) 300-3142, (0969) 260-6456","FASTMED BUILDING, RIZAL STREET, BARANGAY AGAPITO DEL ROSARIO, ANGELES CITY",REGION III,PAMPANGA,ANGELES,,11404
GENCHECK DIAGNOSTIC AND MEDICAL SUPPLY TRADING,CP: (0922) 888-6423,"STALL F NG BLDG.,MC ARTHUR HIGHWAY BALIBAGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,12969
HANNAH DIAGNOSTIC CENTER,"TEL.#: (02) 7 946-7155, CP: (0917) 637-7614","4TH FLOOR ANGELIQUE SQUARE BUILDING, MC ARTHUR HIGHWAY, DAU, MABALACAT CITY, PAMPANGA",REGION III,PAMPANGA,MABALACAT,,13680
HEMATECH DIAGNOSTIC CENTER,TEL.#: (045)435-2944; CP. 0965-4697963,"UNIT A & G RBL BLDG., MACARTHUR HIGHWAY, QUEBIAWAN, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,10549
HI-PHYSIO PHYSICAL THERAPY CLINIC,"CP: (0917) 179-2244, (0917) 532-2244","UNIT 1B, GROUND FLOOR, OEH BUSINESS CENTER, GUECO ST., BO OF PULILAN MARAGUL, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,13669
HI-PRECISION DIAGNOSTICS-ANGELES,"TEL. #: (045) 624-6227 LOC. 730, CP: (0933) 891-3862, (0917) 579-3210","MCARTHUR HI-WAY COR. ANGELES MAGALANG ROAD, BRGY. STO. CRISTO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,10922
HI-PRECISION DIAGNOSTICS-SAN FERNANDO,"TEL. #: (045) 409-8352 LOC. 104, CP: (0933) 819-3863, (0917) 862-2630","UNIT 101-103, GOP BLDG. MCARTHUR HI-WAY COR. DOÑA CONCOLATION ST., BRGY. DOLORES, SAN FERNANDO CITY, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11334
"ICARE WELLNESS CLINIC AND DIAGNOSTICS CENTER INC.( FORMERLY: 1HEALTHCARE CLINIC AND DIAGNOSTICS CENTER, INC.)","CP: (0936) 423-1895, (0963) 451-3612","3F ROSAS HANDICRAFTS PHILS. BLDG., BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,"12891
"
IDEAL HEALTH MEDICAL CLINIC AND DIAGNOSTICS CENTER INC.,"TEL. #: (045) 407-6125, CP: (0956) 546-6667, (0981) 538-1567","# 7,8,9,17,18 5J'S BLDG. DEL PILAR, CITY OF SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,13819
JHAYEN MEDICAL LABORATORY AND X-RAY SERVICES,CP #: 0917-6710289; 0922-8612181,"ROOM 303 ASSUMPTA BLDG., CHURCH PATIO, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11086
KINETICARE SCOLIOSIS & PAIN MANAGEMENT CENTER,"CP: (0917) 109-4307, (0917) 554-4123, (0917) 537-8949","UNIT 3 151- B PLAZA FELICIDAD, STO. ROSARIO STREET, BARANGAY STO. DOMINGO, ANGELES CITY",REGION III,PAMPANGA,ANGELES,,12964
MDLAB DIAGNOSTIC CENTER INC.,TEL.#: (045)458-2614 CP: 0932-420-0799,"LOT 23 BLK 11 1ST ST. BALIBAGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,12840
MEDTRUST DIAGNOSTIC LABORATORY AND PHARMACY,TEL.#: (045) 409-3052; M: 0915-923-5692; 0943-554-0459,"MCARTHUR HIGHWAY, SINDALAN, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11386
MERIAN DIAGNOSTIC LABORATORY,"TEL.#: (045) 652-0175, CP: (0928) 898-0682","2468 ST. JOHN ST. VILLENA SUBD., SAN VICENTE, APALIT, PAMPANGA",REGION III,PAMPANGA,APALIT,,11281
MHC HEALING HANDS INC. (MH CHUA EYE CENTER),TEL.#: (045) 322-3501 CP: 0917-525-1476,"JOY LUCK BLDG. 1, MC ARTHUR HI-WAY, BALIBAGO, ANGELES CITY",REGION III,PAMPANGA,ANGELES,,11745
MOTIONS VENTURE PHYSIOTHERAPY INC.,M: 0956-4181607,"UNIT 9 GF CHERISTA BLDG. FRIENDSHIP HIGHWAY, BRGY. ANUNAS, ANGELES CITY PAMPANGA",REGION III,PAMPANGA,ANGELES,,13117
NVCLARK DIAGNOSTIC LABORATORY,"TEL.#: (045) 499-4652, CP: (0969) 481-8004","BUILDING 1C BERTHAPHIL I INDUSTRIAL PARK, JOSE ABAD SANTOS AVENUE, CLARK FREEPORT ZONE, PAMPANGA",REGION III,PAMPANGA,ANGELES,,13888
ONE CARDIOLOGY MEDICAL INC. (A.K.A. THE HEART SPECIALISTS CLINIC AND DIAGNOSTIC CENTER),"TEL.#: (045) 901-1251, CONCIERGE CP: (0917) 713-6573, HMO CP: (0917) 713-6569","664, SAN JOAQUIN ST., CORNER STO. ROSARIO, STO. DOMINGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,13644
"ONE MEDIC, INC. A.K.A. ONE MEDIC MEDICAL AND DIAGNOSTIC CLINIC",CP: (0939) 726-4782,"TIERRA LINDA BUILDING, JOSE ABAD SANTOS AVENUE, SAN JOSE, CITY OF SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,13842
PAMPANGA HEALTHCARE AND DIAGNOSTIC CENTER (PHDCI) INC.,"TEL. #: (045) 888-6860, CP: (0927) 336-7047, (0929) 330-5530, (0970) 339-2432","GROUND FLOOR, LOT 1, MC ARTHUR HIGHWAY, BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,14124
PARIAN DIAGNOSTIC LABORATORY-MEXICO,TEL.#: (045) 966-3542 CP: 0917-115-4302,"J.P. RIZAL ST., PARIAN POBLACION, MEXICO, PAMPANGA",REGION III,PAMPANGA,MEXICO,,11481
PARIAN DIAGNOSTIC LABORATORY-TELEBASTAGAN,CP: (0917) 113-2542,"LODESTONE COVE BUILDING, #16 MAH, TELEBASTAGAN, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,12433
PARIAN DIAGNOSTIC LABORATORY-SAN JOSE,TEL.#: (045) 966-3800 CP: 0932-862-2228; 0933-858-7916; 0917-115-4302,"EASTGATE CITYWALK BUILDING, SAN JOSE, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,12432
PARIAN DIAGNOSTIC LABORATORY - STO.DOMINGO,"CP: (0965) 639-4365, (0997) 754-8344","ST. DOMINIC SQUARE BLDG. STO. DOMINGO, MEXICO, PAMPANGA",REGION III,PAMPANGA,MEXICO,,13216
PENINSULA MEXICO DIAGNOSTIC CLINIC CORP.,CP#: 0926-5036293 ; TEL.#: (045) 455-1022 ,FIRST FLR. PENINSULA BLDG. JOSE ABAD SANTOS AVE. LAGUNDI MEXICO PAMPANGA,REGION III,PAMPANGA,MEXICO,,12586
PRIMELAB MEDICAL CLINIC & DIAGNOSTIC CENTER (FORMERLY MYKROLAB PRIMELAB MEDICAL CLINIC & DIAGNOSTIC CENTER),TEL.#: (045)331-8657; CP: (0933)305-8464,"111 SANTOS BLDG. MCARTHUR HIGHWAY SAN FRANCISCO, MABALACAT, PAMAPANGA",REGION III,PAMPANGA,MABALACAT,,10564
PRO-LAB MEDICAL AND DIAGNOSTIC CLINIC INC.,"CP: (045) 457-5766, CP: (0969) 393-3494","2ND FLOOR, MST BLDG., MC ARTHUR HIGHWAY, PALIGUI, APALIT, PAMPANGA",REGION III,PAMPANGA,APALIT,,13986
"QUESTDIAGNOSTICS, INC. (A.K.A. QUEST PHIL DIAGNOSTICS)","CP: (0917) 535-9417,  (0917) 626-0911, (0925) 577-8378","MC ARTHUR HIGHWAY, CORNER SALOME ROAD, BALIBAGO, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,11422
R & R HOLISTIC LABORATORY & DIAGNOSTIC CENTER,"TEL.#: (045) 455-3413, CP: (0922) 231-8285, (0966) 136-4476","2/F, G&P BLDG., MCARTHUR HI-WAY, SINDALAN, CITY SAN FERNANDO, PAMAPNGA",REGION III,PAMPANGA,SAN FERNANDO,,11221
R.A.C. H.F. DIAGNOSTIBC LABORATORY,TEL.#: (045) 961-5503 CP: 0922-451-7424,"ASC BUILDING (INFRONT JBL HOSPITAL), DOLORES, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11435
RENAL CLINICAL CARE SERVICES INC.,"CP: (0923) 565-3590, (0968) 888-7227","3/F W LONG BLDG., MCARTHUR HIGHWAY, CORNER ANGELES-MAGALANG ROAD, ANGELES CITY, PAMPANGA",REGION III,PAMPANGA,ANGELES,,12510
SFUC DIAGNOSTICS MEXICO INC.,"TEL.#: (045) 649-6160, CP: (0966) 869-0952","G/F PRIMARK TOWN CENTER POBLACION PARIAN, MEXICO, PAMPANGA",REGION III,PAMPANGA,MEXICO,,12865
SFUC DIAGNOSTIC INC.,"TEL.#: (045) 961-7577, CP: (0917) 971-2269","BERLENSON’S BLDG. II MC ARTHUR HIWAY, DOLORES, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,12864
"ST. FERDINAND ULTRASOUND CENTER, INC.",TEL.#: (045)963-2121; (045) 436-0658; (045)436-0788,"207-208 ST. FERDINAND MEDICAL ARTS BLDG., B. MENDOZA ST. CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,10985
ST. MATTHEW'S MULTISPECIALTY CENTER INC.,CP: (0917) 105-5826,"2F ROJUL BLDG. NO.7 MC ARTHUR HIGHWAY TELABASTAGAN CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,13033
THE MEDICAL CITY - WALTERMART PAMPANGA,"TEL.#: (045) 435-9050, (045) 435-9051, CP: (0917) 315-3435","WSFP 020 G/F WALTERMART, MC ARTHUR HIGHWAY, SAN AGUSTIN, CITY SAN FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,11627
UNICARE DIAGNOSTICS INC.,"TEL.#:  (045) 407-1316, CP: (0935) 464-5945, (0969) 126-1076","101-103 FRED’S BLDG. MAC  ARTHUR HIGHWAY BRGY. DOLORES, CITY FERNANDO, PAMPANGA",REGION III,PAMPANGA,SAN FERNANDO,,13547
ANA LIZA SOLOMON-LOPEZ HEALTHCARE DIAGNOSTIC CLINIC (FORMERLY: ANA LIZA CLINICAL LABORATORY),TEL.#: (045) 628-5312 CP: 0923-736-6563; Email: lopezanaliza75@gmail.com,"1/F CHUA BUILDING UNIT C, 97 F. TAÑEDO STREET, TARLAC CITY",REGION III,TARLAC,TARLAC CITY,,11676
BIOCHECK MEDICAL AND DIAGNOSTIC CLINIC,TEL.#: (045) 925-3579 CP: 0966-871-4948; 0981-769-0886,"JRT BUILDING M.H. DEL PILAR ST. LIGTASAN, TARLAC CITY",REGION III,TARLAC,TARLAC CITY,,14125
CONCEPCION HEMODIALYSIS CENTRE INC,"TEL.#: (045) 923-0692; CP #: 0926-3261813, 0912-1014939, 0998-5613402","L. CORTEZ, COR. PLARIDEL ST. SAN NICOLAS, POBLACION, CONCEPCION, TARLAC",REGION III,TARLAC,CONCEPCION,,12397
DR. ZEN HEALTHCARE INC. (MINUTE HEALTHCARE),TEL.#: (045) 923-0692 MOBILE NO.: 0950-824-4360; 0906-421-0455,"L. CORTEZ COR. PLARIDEL ST., SAN NICOLAS, CONCEPCION, TARLAC",REGION III,TARLAC,CONCEPCION,,11188
CAPAS HEALTH CARE DIAGNOSTIC LABORATORY,CP: 0919-992-8003; 0928-671-6355; 0947-890-8647,"ST. JOSEPH BLDG. MH. DEL PILAR STO. ROSARIO, CAPAS CITY, TARLAC",REGION III,TARLAC,CAPAS,,10668
FMC RENALCARE CORP. - CAPAS,TEL: (045) 925-4816  MOBILE: 09175933894 ,"UNIT 3 TO 8, GROUND FLOOR, QUEEN'S CENTRAL BLDG., STO. DOMINGO 1, CAPAS, TARLAC ",REGION III,TARLAC,CAPAS,,12527
HI-PRECISION DIAGNOSTICS INC.-TARLAC BRANCH (NORTH STAR MEDICAL INC.),Tel. No:   (045) 456-1575; Mobile No: 0923-0232814/ 0917-7155387;  E-mail Address:  hptarlac@hi-precision.com.ph,"6376 BLOSSOMVILLE SUBDIVISION, MCARTHUR HIGHWAY. BRGY. STO. CRISTO, TARLAC CITY",REGION III,TARLAC,TARLAC CITY,,12899
"JM TALON DIAGNOSTICS, INC.",TEL: NO.:  (045) 205-5305 / 0917-326-5331 Email: adpayumo@outlook.ph,"PANGANIBAN ST., COR. RIZAL ST., POBLACION, TARLAC CITY, TARLAC",REGION III,TARLAC,TARLAC CITY,,13002
MIGUEL JAMES DIAGNOSTIC LABORATORY,"TEL.#: (045) 606-6975, CP: (0970) 279-5536"," #546 PAZ CARPIO BLDG. SAN NICOLAS CONCEPCION, TARLAC",REGION III,TARLAC,CONCEPCION,,13595
MOUNT EVE MULTISPECIALTY CLINIC & DIAGNOSTIC CNTR. ,"TEL. #: (045) 628-0544; CP:  (0933) 826-3916, (0917) 186-9553","UNIT 1 CLUSTER RIPPLES BLDG. TALON CITIPLAZA, SOUTHERN BYPASS ROAD, SAN VICENTE 2300, TARLAC CITY",REGION III,TARLAC,TARLAC CITY,,13707
NWD TARLAC MEDICAL INC. (NEW WORLD DIAGNOSTICS-TARLAC BRANCH) ,TEL.#:  790-8888 LOC. 630 EMAIL: TARLAC@NWDI.COM.PH ,"JA1 BLDG., BLOCK #3, MC ARTHUR HIGHWAY, SAN NICOLAS, TARLAC",REGION III,TARLAC,TARLAC CITY,,14023
QUALISTAT MEDICAL AND DIAGNOSTIC CENTER,"TEL. #: (045) 096-900; CP: (0932) 453-8527, (0948) 553-2614","UNIT 3 ASC BLDG. MC ARTHUR HIGHWAY, STO. DOMINGO II, CAPAS, TARLAC",REGION III,TARLAC,CAPAS,,13775
STA. LUCIA EYE CENTER AND MULTI-SPECIALTY CLINIC,TEL.#: (045) 491-3247; 0933-713-1533 Email: stalucia2011@yahoo.com,"F. TIMBOL ST. SAN NICOLAS POBLACION CONCEPTION, TARLAC",REGION III,TARLAC,CONCEPCION,,11746
XCEL LABORATORY AND DIAGNOSTIC CENTER (FORMERLY: XCELLAB DIAGNOSTIC AND IMAGING CENTER) ,"TEL. #: (045)  925-6058 CP:  (0945) 406-1722, (0960) 210-8282","ANW BUILDING HILARIO ST., TARLAC CITY",REGION III,TARLAC,TARLAC CITY,,13716
A.B.G. SPECIALIST CLINIC & DIAGNOSTIC CENTER- MASINLOC BRANCH,M: 0947-5236680; 0917-5071279,"88 C MASINLOC MALL, NORTH POBLACION, MASINLOC, ZAMBALES",REGION III,ZAMBALES,MASINLOC,,12816
A.B.G. SPECIALIST CLINIC & DIAGNOSTIC CENTER-MAIN,TELEFAX: (047) 811-2323 CP: 0916-498-7108; 0928-305-5081 (LAB); 0946-932-9600; 0966-456-0046 (Clinic) EMAIL: abg_laboratory@yahoo.com.ph,"G-558 NATIONAL ROAD, PALANGINAN, IBA, ZAMBALES",REGION III,ZAMBALES,IBA,,12815
BGCQ MEDICAL CORPORATION ( FORMERLY: MEDHUB-LAB MULTISPECIALTY & DIAGNOSTIC CENTER),TEL.#:  (047) 602-0737,"UNIT 4 DONATO BLDG., 69 RIZAL AVENUE, NEW BANICAIN, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,13507
BOROUGH MEDICAL CARE INSTITUTE-ZAMBALES,TELEFAX: (047)252-7919; 250-2404; 0917-803-8504,"SPACE NO. 1021, HARBOR POINT MALL, SUBIC BAY FREEPORT ZONE, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,11216
HEALTH PRIME MEDICAL DIAGNOSTIC SERVICES CO.,CP: 0998-857-6719 EMAIL: hpdc115@gmail.com,"101NATIONAL HIGHWAY, SAN JOSE CASTILLEJOS ZAMBALES",REGION III,ZAMBALES,CASTILLEJOS,,11593
LAB 1 DIAGNOSTIC LABORATORY-SUBIC BRANCH,M: 0906-563-1684,"UNIT 1 & 2 NATIONAL HIGHWAY CALAPANDAYAN SUBIC, ZAMBALES 2209",REGION III,ZAMBALES,SUBIC,,12574
LAB1 MEDICAL AND DIAGNOSTIC CENTER (FORMERLY: LAB 1 DIAGNOSTIC CENTER),TEL: 047-2220583; 0906-579-1079 EMAIL: LAB1DC.MNGT@GMAIL.COM,"UNIT 4 2ND FLOOR, RM VENTRE POINT BLDG. COR. MAGSAYSAY EAST  TAPINAC OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,13674
LACEDA MEDICAL CLINIC,TEL.#: (047) 250-2380; 0998-850-3496,"REMYFIELD COMPOUND,SUBIC BASE FREEPORT ZONE, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,SUBIC,,10869
"NORTH STAR MEDICAL, INC. (A.K.A: HI-PRECISION DIAGNOSTICS PLUS-SUBIC BRANCH)",CP#:0968-892-6610 & 0917-708-4911,"1148-1150 GROUND FLOOR, HARBOR POINT, RIZAL HIGHWAY SUBIC BAY FREEPORT ZONE OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,13856
"OLONGAPO PHYSICAL MEDICINE, REHABILITATION AND CHEST CLINIC (OLONGAPO PHYSICAL MED, REHAB & CHEST CLINIC)",TEL.#: (047)222-2304,"#22-20TH STREET, EAST BAIAC-BAIAC, OLONGAPO CITY",REGION III,ZAMBALES,OLONGAPO,,12434
